Name	Title	Method	Frequency	Units	Type	Last Download	Last Data Update	Thu 01-Dec-2022 18:13:21
IPG32511A9N	Industrial Production: Utilities: Natural Gas Distribution (NAICS = 2212)	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IPG32512N	Industrial Production: Manufacturing: Non-Durable Goods: Animal Food (NAICS = 3111)	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IPG3251N	Industrial Production: Manufacturing: Non-Durable Goods: Grain and Oilseed Milling (NAICS = 3112)	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
MVAHMTRCKN	Industrial Production: Manufacturing: Non-Durable Goods: Fruit and Vegetable Preserving and Specialty Food (NAICS = 3114)	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IPG311A2N	Industrial Production: Manufacturing: Non-Durable Goods: Dairy Product (Except Frozen) (NAICS = 31151)	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IPG3212N	Industrial Production: Manufacturing: Non-Durable Goods: Dairy Product (NAICS = 3115)	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IPG33612N	"Industrial Production: Manufacturing: Non-Durable Goods: Textiles and Products (NAICS = 313,4)"	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IPN3311A2BN	"Industrial Production: Manufacturing: Non-Durable Goods: Apparel and Leather Goods (NAICS = 315,6)"	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
CAPG211S	Industrial Production: Manufacturing: Durable Goods: Reconstituted Wood Product (NAICS = 321219)	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
CAPG312S	"Industrial Production: Manufacturing: Durable Goods: Plywood and Miscellaneous Wood Products (NAICS = 3212,9)"	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
CAPN325211S	Industrial Production: Manufacturing: Durable Goods: Millwork (NAICS = 32191)	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
CAPUTLG311S	Industrial Production: Manufacturing: Durable Goods: All Other Wood Product (NAICS = 32199)	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
CAPUTLG322S	Industrial Production: Manufacturing: Durable Goods: Other Wood Product (NAICS = 3219)	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
CAPUTLG323S	Industrial Production: Manufacturing: Non-Durable Goods: Paper (NAICS = 322)	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
CAPUTLG3341S	"Industrial Production: Manufacturing: Durable Goods: Pottery, Ceramics, and Plumbing Fixture (NAICS = 32711)"	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
CAPUTLG335S	Industrial Production: Manufacturing: Durable Goods: Clay Building Material and Refractories (NAICS = 32712)	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
CAPUTLG336S	"Industrial Production: Manufacturing: Durable Goods: Clay, Lime, Gypsum, and Miscellaneous Nonmetallic Mineral Products (NAICS = 3271,4,9)"	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
CAPUTLX4HTK2S	"Industrial Production: Manufacturing: Durable Goods: Clay and Miscellaneous Nonmetallic Mineral Products (NAICS = 3271,9)"	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
CAPUTLX50HTKS	Industrial Production: Manufacturing: Durable Goods: Other Nonmetallic Mineral Product (NAICS = 3279)	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IPG3273N	Industrial Production: Manufacturing: Durable Goods: Nonmetallic Mineral Product (NAICS = 327)	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IPG3313N	Industrial Production: Manufacturing: Durable Goods: Clay Product and Refractory (NAICS = 3271)	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IPG3311A2N	"Industrial Production: Manufacturing: Durable Goods: Coke and Products (NAICS = 3311,2pt.)"	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IPG333N	Industrial Production: Manufacturing: Durable Goods: Nonferrous Metal (Except Aluminum) Smelting and Refining (NAICS = 33141)	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IPGMFN	Industrial Production: Manufacturing: Durable Goods: Nonferrous Metal (Except Aluminum) Production and Processing (NAICS = 3314)	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IPG3113N	Industrial Production: Manufacturing: Durable Goods: Foundries (NAICS = 3315)	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IPB50001N	Industrial Production: Manufacturing: Durable Goods: Hardware (NAICS = 3325)	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IPG2211A2N	Industrial Production: Manufacturing: Durable Goods: Ball and Roller Bearing (NAICS = 332991)	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
INDPRO	Industrial Production: Manufacturing: Durable Goods: Other Fabricated Metal Product (NAICS = 3329)	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
TCU	Industrial Production: Manufacturing: Durable Goods: Farm Machinery and Equipment (NAICS = 333111)	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IPB54000N	Industrial Production: Manufacturing: Durable Goods: Agricultural Implement (NAICS = 33311)	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IPB54100N	Industrial Production: Manufacturing: Durable Goods: Construction Machinery (NAICS = 33312)	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IPG32518N	"Industrial Production: Manufacturing: Durable Goods: Agriculture, Construction, and Mining Machinery (NAICS = 3331)"	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IPG32551N	Industrial Production: Manufacturing: Durable Goods: Industrial Machinery (NAICS = 3332)	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
CAPG336S	"Industrial Production: Manufacturing: Durable Goods: Commercial and Service Industry Machinery and Other General Purpose Machinery (NAICS = 3333,9)"	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
CAPUTLB562A3CS	"Industrial Production: Manufacturing: Durable Goods: Ventilation, Heating, Air-Conditioning, and Commercial Refrigeration Equipment (NAICS = 3334)"	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
CAPUTLB5640CS	"Industrial Production: Manufacturing: Durable Goods: HVAC, Metalworking, and Power Transmission Machinery (NAICS = 3334-6)"	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
CAPUTLG311A2S	"Industrial Production: Manufacturing: Durable Goods: Engine, Turbine, and Power Transmission Equipment (NAICS = 3336)"	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
CAPUTLG331S	Industrial Production: Manufacturing: Durable Goods: Computer and Peripheral Equipment (NAICS = 3341)	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
CAPUTLG334S	Industrial Production: Manufacturing: Durable Goods: Communications Equipment (NAICS = 3342)	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
CAPUTLG337S	Industrial Production: Manufacturing: Durable Goods: Audio and Video Equipment (NAICS = 3343)	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
CAPUTLGMFNS	Industrial Capacity: Stage-of-Process: Crude Processing	SA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IPB51000N	Industrial Capacity: Stage-of-Process: Primary & Semifinished Processing	SA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IPB51200N	Industrial Capacity: Stage-of-Process: Finished Processing	SA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
CAPG325S	"Industrial Capacity: Mining, Quarrying, and Oil and Gas Extraction: Metal Ore Mining (NAICS = 2122)"	SA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
CAPUTLG2211A2S	"Industrial Capacity: Mining, Quarrying, and Oil and Gas Extraction: Support Activities for Mining (NAICS = 213)"	SA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
CAPUTLG324S	"Industrial Capacity: Mining, Quarrying, and Oil and Gas Extraction: Mining (NAICS = 21)"	SA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
CAPUTLGMFDS	"Industrial Capacity: Utilities: Electric and Gas Utilities (NAICS = 2211,2)"	SA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
CAPUTLB5610CS	"Industrial Capacity: Utilities: Electric Power Generation, Transmission, and Distribution (NAICS = 2211)"	SA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
CAPUTLG3364T9S	Industrial Capacity: Utilities: Natural Gas Distribution (NAICS = 2212)	SA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IPB51100N	"Industrial Capacity: Manufacturing: Non-Durable Goods: Food, Beverage, and Tobacco (NAICS = 311,2)"	SA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
CAPUTLG211S	Industrial Capacity: Manufacturing: Non-Durable Goods: Food (NAICS = 311)	SA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
CAPUTLG3361T3S	"Industrial Capacity: Manufacturing: Non-Durable Goods: Textiles and Products (NAICS = 313,4)"	SA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IPB53122N	Industrial Capacity: Manufacturing: Non-Durable Goods: Textile Mills (NAICS = 313)	SA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IPG211N	Industrial Capacity: Manufacturing: Non-Durable Goods: Textile Product Mills (NAICS = 314)	SA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IPG3221N	"Industrial Capacity: Manufacturing: Non-Durable Goods: Apparel and Leather Goods (NAICS = 315,6)"	SA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
CAPB50001S	Industrial Capacity: Manufacturing: Non-Durable Goods: Apparel (NAICS = 315)	SA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
CAPUTLG321S	Industrial Capacity: Manufacturing: Non-Durable Goods: Leather and Allied Product (NAICS = 316)	SA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
CAPUTLG326S	Industrial Capacity: Manufacturing: Durable Goods: Wood Product (NAICS = 321)	SA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
CAPUTLG332S	Industrial Capacity: Manufacturing: Non-Durable Goods: Paper (NAICS = 322)	SA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IPG3254N	Industrial Capacity: Manufacturing: Non-Durable Goods: Petroleum and Coal Products (NAICS = 324)	SA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
CAPUTLG333S	Industrial Capacity: Manufacturing: Non-Durable Goods: Synthetic Rubber (NAICS = 325212)	SA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
CAPUTLN325211S	Industrial Capacity: Manufacturing: Non-Durable Goods: Plastics and Rubber Products (NAICS = 326)	SA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
CAPUTLG325S	Industrial Production: Manufacturing: Non-Durable Goods: Paper Mills (NAICS = 32212)	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
CAPUTLG33611S	Industrial Capacity: Manufacturing: Durable Goods: Nonmetallic Mineral Product (NAICS = 327)	SA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
CAPUTLG21S	"Industrial Capacity: Manufacturing: Durable Goods: Iron and Steel Products (NAICS = 3311,2)"	SA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
CAPUTLG2211S	Industrial Capacity: Manufacturing: Durable Goods: Primary Metal (NAICS = 331)	SA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
CAPUTLHITEK2S	Industrial Capacity: Manufacturing: Durable Goods: Fabricated Metal Product (NAICS = 332)	SA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
CUMFNS	Industrial Capacity: Manufacturing: Durable Goods: Machinery (NAICS = 333)	SA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
CAPUTLG3311A2S	Industrial Capacity: Manufacturing: Durable Goods: Computer and Peripheral Equipment (NAICS = 3341)	SA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
MCUMFN	Industrial Capacity: Manufacturing: Durable Goods: Communications Equipment (NAICS = 3342)	SA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IZ326	Industrial Capacity: Manufacturing: Durable Goods: Computer and Electronic Product (NAICS = 334)	SA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IZ3261	"Industrial Capacity: Manufacturing: Durable Goods: Electrical Equipment, Appliance, and Component (NAICS = 335)"	SA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IZ3262	Industrial Capacity: Manufacturing: Durable Goods: Automobile and Light Duty Motor Vehicle (NAICS = 33611)	SA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IZ32621	Industrial Capacity: Manufacturing: Durable Goods: Motor Vehicles and Parts (NAICS = 3361-3)	SA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IZ327	Industrial Capacity: Manufacturing: Durable Goods: Aerospace and Miscellaneous Transportation Equipment (NAICS = 3364-9)	SA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IZ33	Industrial Capacity: Manufacturing: Durable Goods: Furniture and Related Product (NAICS = 337)	SA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IZ331	Industrial Capacity: Manufacturing: Durable Goods: Miscellaneous (NAICS = 339)	SA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IZ3314	Industrial Capacity: Durable Manufacturing (NAICS)	SA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IZ33141	Industrial Capacity: Non-Durable Manufacturing (NAICS)	SA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IZ332	Industrial Capacity: Other Manufacturing	SA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IZ3322	Industrial Capacity: Manufacturing (NAICS)	SA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IZ3325	"Industrial Capacity: Manufacturing: Durable Goods: Computers, Communications Equipment, and Semiconductors (NAICS = 3341,3342,3344)"	SA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IZ3327	"Industrial Capacity: Mining, Quarrying, and Oil and Gas Extraction: Coal Mining (NAICS = 2121)"	SA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IZ33291	"Capacity Utilization: Mining, Quarrying, and Oil and Gas Extraction: Metal Ore Mining (NAICS = 2122)"	SA	Monthly	Percent of Capacity	LIN	16-Nov-22	01-Oct-22	
IZ333	"Capacity Utilization: Mining, Quarrying, and Oil and Gas Extraction: Nonmetallic Mineral Mining and Quarrying (NAICS = 2123)"	SA	Monthly	Percent of Capacity	LIN	16-Nov-22	01-Oct-22	
IZ3331	"Capacity Utilization: Mining, Quarrying, and Oil and Gas Extraction: Support Activities for Mining (NAICS = 213)"	SA	Monthly	Percent of Capacity	LIN	16-Nov-22	01-Oct-22	
IZ33311	Capacity Utilization: Utilities: Natural Gas Distribution (NAICS = 2212)	SA	Monthly	Percent of Capacity	LIN	16-Nov-22	01-Oct-22	
IZ33312	Capacity Utilization: Manufacturing: Non-Durable Goods: Beverage and Tobacco Product (NAICS = 312)	SA	Monthly	Percent of Capacity	LIN	16-Nov-22	01-Oct-22	
IZ3332	Capacity Utilization: Manufacturing: Non-Durable Goods: Leather and Allied Product (NAICS = 316)	SA	Monthly	Percent of Capacity	LIN	16-Nov-22	01-Oct-22	
IZ3333	Capacity Utilization: Manufacturing: Non-Durable Goods: Synthetic Rubber (NAICS = 325212)	SA	Monthly	Percent of Capacity	LIN	16-Nov-22	01-Oct-22	
IZ3335	Capacity Utilization: Manufacturing: Durable Goods: Miscellaneous (NAICS = 339)	SA	Monthly	Percent of Capacity	LIN	16-Nov-22	01-Oct-22	
IZ3336	"Capacity Utilization: Mining, Quarrying, and Oil and Gas Extraction: Coal Mining (NAICS = 2121)"	SA	Monthly	Percent of Capacity	LIN	16-Nov-22	01-Oct-22	
IZ33391	Capacity Utilization: Manufacturing Excluding Hi-Tech and Motor Vehicles & Parts	SA	Monthly	Percent of Capacity	LIN	16-Nov-22	01-Oct-22	
IZ33392	"Industrial Capacity: Manufacturing Excluding Computers, Communications Equipment, and Semiconductors"	SA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IZ334	Industrial Capacity: Manufacturing Excluding Hi-Tech and Motor Vehicles & Parts	SA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IZ3341	"Industrial Capacity: Total Excluding Computers, Communications Equipment, and Semiconductors"	SA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IZ3345	Industrial Production: Durable Consumer Goods: Automotive Products	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IZ3346	"Industrial Production: Durable Consumer Goods: Autos and Trucks, Consumer"	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IZ335	Industrial Production: Durable Consumer Goods: Auto Parts and Allied Goods	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IZ3351	Industrial Production: Durable Consumer Goods: Other Durable Goods	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IZ33512	Industrial Production: Durable Consumer Goods: Carpeting and Furniture	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IZ336	"Industrial Production: Durable Consumer Goods: Appliances, Furniture, and Carpeting"	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IZ33611	Industrial Production: Durable Consumer Goods: Miscellaneous Durable Goods	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IZ33631	Industrial Production: Non-Durable Nonenergy Consumer Goods	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IZ33634	Industrial Production: Non-Durable Nonenergy Consumer Goods: Foods and Tobacco	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IZ3364	Industrial Production: Non-Durable Nonenergy Consumer Goods: Clothing	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IZ337	Industrial Production: Non-Durable Nonenergy Consumer Goods: Paper Products	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IZ3371	Industrial Production: Non-Durable Nonenergy Consumer Goods: Miscellaneous Non-Durable Goods	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IZ3372	Industrial Production: Non-Durable Consumer Energy Products: Consumer Energy Products	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IZ33991	Industrial Production: Non-Durable Consumer Energy Products: Residential Utilities	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IZ33992	"Industrial Production: Equipment: Equipment, Total"	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IZ33993	Industrial Production: Equipment: Transit Equipment	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IY11	Industrial Production: Equipment: Information Processing and Related Equipment	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IY1111	Industrial Production: Equipment: Industrial and Other Equipment	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IY11111	Industrial Production: Equipment: Industrial Equipment	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IY11114	Industrial Production: Equipment: Other Equipment	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IY11115	Industrial Production: Equipment: Oil and Gas Well Drilling and Manufactured Homes	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IY1113	Industrial Production: Equipment: Defense and Space Equipment	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IY11133	Industrial Production: Materials	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IY1119	Industrial Production: Durable Goods Materials	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IY11192	Industrial Production: Durable Goods Materials: Consumer Parts	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IY21	Industrial Production: Durable Goods Materials: Equipment Parts	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IY212	Industrial Production: Durable Goods Materials: Computer and Other Board Assemblies and Parts	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IY2122	Industrial Production: Durable Goods Materials: Other Equipment Parts	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IY31	Industrial Production: Durable Goods Materials: Other Durable Materials	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IY311	Industrial Production: Durable Goods Materials: Basic Metals	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IY3114	Industrial Production: Durable Goods Materials: Miscellaneous Durable Materials	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IY3116	Industrial Production: Non-Durable Goods Materials	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IY3119	Industrial Production: Non-Durable Goods Materials: Textile Materials	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IY312	Industrial Production: Non-Durable Goods Materials: Paper Materials	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IY3121	Industrial Production: Non-Durable Goods Materials: Chemical Materials	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IY32	Industrial Production: Non-Durable Goods Materials: Other Non-Durable Materials	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IY322	Industrial Production: Non-Durable Goods Materials: Containers	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IY3221	Industrial Production: Non-Durable Goods Materials: Miscellaneous Non-Durable Materials	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IY3222	Industrial Production: Energy Materials	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IY324	Industrial Production: Energy Materials: Primary Energy	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IY325	Industrial Production: Energy Materials: Converted Fuel	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IY3251	Industrial Production: Non-Energy Materials for Finished Goods Producers	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IY32519	Industrial Production: Business Supplies	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IY3252	Industrial Production: Final Products and Nonindustrial Supplies	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IY3256	Industrial Production: Non-Durable Consumer Energy Products: Fuels	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IY32561	"Industrial Production: Mining, Quarrying, and Oil and Gas Extraction: Nonmetallic Mineral Mining and Quarrying (NAICS = 2123)"	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IY32562	"Industrial Production: Mining, Quarrying, and Oil and Gas Extraction: Mining (Except Oil and Gas) (NAICS = 212)"	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IY326	"Industrial Production: Mining, Quarrying, and Oil and Gas Extraction: Support Activities for Mining (NAICS = 213)"	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IY3262	Industrial Production: Utilities: Electric Power Generation (NAICS = 22111)	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IY327	"Industrial Production: Utilities: Electric Power Transmission, Control, and Distribution (NAICS = 22112)"	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IY3313	Industrial Production: Manufacturing: Non-Durable Goods: Animal (Except Poultry) Slaughtering and Meat Processing (NAICS = 311611-3)	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IY3314	Industrial Production: Manufacturing: Non-Durable Goods: Animal Slaughtering and Processing (NAICS = 3116)	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IY333	Industrial Production: Manufacturing: Non-Durable Goods: Other Food (NAICS = 3119)	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IY3331	Industrial Production: Manufacturing: Non-Durable Goods: Beverage (NAICS = 3121)	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IY33312	Industrial Production: Manufacturing: Non-Durable Goods: Tobacco (NAICS = 3122)	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IY3333	Industrial Production: Manufacturing: Non-Durable Goods: Beverage and Tobacco Product (NAICS = 312)	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IY3335	Industrial Production: Manufacturing: Non-Durable Goods: Textile and Fabric Finishing and Fabric Coating Mills (NAICS = 3133)	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IY3336	Industrial Production: Manufacturing: Non-Durable Goods: Textile Mills (NAICS = 313)	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IY3339	Industrial Production: Manufacturing: Non-Durable Goods: Carpet and Rug Mills (NAICS = 31411)	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IY33399	Industrial Production: Manufacturing: Non-Durable Goods: Textile Furnishings Mills (NAICS = 3141)	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IY3341	Industrial Production: Manufacturing: Non-Durable Goods: Other Textile Product Mills (NAICS = 3149)	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IY3342	Industrial Production: Manufacturing: Non-Durable Goods: Apparel (NAICS = 315)	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IY33422	Industrial Production: Manufacturing: Non-Durable Goods: Paper Bag and Coated and Treated Paper (NAICS = 32222)	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IY3345	"Industrial Production: Manufacturing: Non-Durable Goods: Other Converted Paper Products (NAICS = 32223,9)"	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IY335	Industrial Production: Manufacturing: Non-Durable Goods: Petroleum Refineries (NAICS = 32411)	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IY3353	Industrial Production: Manufacturing: Non-Durable Goods: Other Refinery Output (NAICS = 32411pt.)	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IY3361	Industrial Production: Manufacturing: Non-Durable Goods: Basic Inorganic Chemicals (NAICS = 32512-8)	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IY33611	Industrial Production: Manufacturing: Non-Durable Goods: Synthetic Dye and Pigment (NAICS = 32513)	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
