Name	Title	Method	Frequency	Units	Type	Last Download	Last Data Update	Thu 01-Dec-2022 18:13:21
IY33612	Industrial Production: Manufacturing: Non-Durable Goods: Synthetic Rubber (NAICS = 325212)	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IY3362	"Industrial Production: Manufacturing: Non-Durable Goods: Paints and Other Chemical Products (NAICS = 3255,9)"	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IY3363	"Industrial Production: Manufacturing: Non-Durable Goods: Paint, Coating, and Adhesive (NAICS = 3255)"	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IY33632	"Industrial Production: Manufacturing: Non-Durable Goods: Paints, Soaps and Toiletries, and Other Chemical Products (NAICS = 3255-9)"	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IY33639	"Industrial Production: Manufacturing: Non-Durable Goods: Soap, Cleaning Compound, and Toilet Preparation (NAICS = 3256)"	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IY339	Industrial Production: Manufacturing: Non-Durable Goods: Plastics Product (NAICS = 3261)	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IY3391	Industrial Production: Manufacturing: Non-Durable Goods: Tire (NAICS = 32621)	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IY3399	"Industrial Production: Manufacturing: Non-Durable Goods: Rubber Products Excluding Tires (NAICS = 32622,9)"	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IY33991	Industrial Production: Manufacturing: Non-Durable Goods: Rubber Product (NAICS = 3262)	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IYMANU	"Industrial Production: Manufacturing: Durable Goods: Computers, Communications Equipment, and Semiconductors (NAICS = 3341,3342,3344)"	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IYNONMANU	"Industrial Production: Mining, Quarrying, and Oil and Gas Extraction: Mining (NAICS = 21)"	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IZ11	Industrial Production: Manufacturing: Non-Durable Goods: Food (NAICS = 311)	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IZ111	Industrial Production: Manufacturing: Durable Goods: Wood Product (NAICS = 321)	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IZ1113	Industrial Production: Manufacturing: Non-Durable Goods: Printing and Related Support Activities (NAICS = 323)	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IZ31	Industrial Production: Manufacturing: Non-Durable Goods: Petroleum and Coal Products (NAICS = 324)	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IZ311	Industrial Production: Manufacturing: Non-Durable Goods: Chemical (NAICS = 325)	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IZ3112	Industrial Production: Manufacturing: Non-Durable Goods: Plastics and Rubber Products (NAICS = 326)	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IZ31122	Industrial Production: Manufacturing: Durable Goods: Glass and Glass Product (NAICS = 3272)	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IZ21	Industrial Production: Manufacturing: Durable Goods: Lime and Gypsum Product (NAICS = 3274)	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IZ3113	Industrial Production: Manufacturing: Durable Goods: Primary Metal (NAICS = 331)	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IZ3116	Industrial Production: Manufacturing: Durable Goods: Fabricated Metal Product (NAICS = 332)	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IZ3117	Industrial Production: Manufacturing: Durable Goods: Metalworking Machinery (NAICS = 3335)	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IZ312	Industrial Capacity: Manufacturing (SIC)	SA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IZ3121	Industrial Capacity: Manufacturing: Non-Durable Goods: Printing and Related Support Activities (NAICS = 323)	SA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IZ31212	"Capacity Utilization: Mining, Quarrying, and Oil and Gas Extraction: Mining (Except Oil and Gas) (NAICS = 212)"	SA	Monthly	Percent of Capacity	LIN	16-Nov-22	01-Oct-22	
IZ3152	"Capacity Utilization: Manufacturing: Non-Durable Goods: Textiles and Products (NAICS = 313,4)"	SA	Monthly	Percent of Capacity	LIN	16-Nov-22	01-Oct-22	
IZ31522	Capacity Utilization: Manufacturing: Non-Durable Goods: Apparel (NAICS = 315)	SA	Monthly	Percent of Capacity	LIN	16-Nov-22	01-Oct-22	
IZ32	Capacity Utilization: Manufacturing: Durable Goods: Nonmetallic Mineral Product (NAICS = 327)	SA	Monthly	Percent of Capacity	LIN	16-Nov-22	01-Oct-22	
IZ321	Capacity Utilization: Manufacturing: Durable Goods: Communications Equipment (NAICS = 3342)	SA	Monthly	Percent of Capacity	LIN	16-Nov-22	01-Oct-22	
IZ322	Capacity Utilization: Other Manufacturing	SA	Monthly	Percent of Capacity	LIN	16-Nov-22	01-Oct-22	
IZ3221	Industrial Production: Final Products	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IZ3222	"Industrial Production: Energy, Total"	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IZ324	"Industrial Production: Durable Consumer Goods: Computers, Video and Audio Equipment"	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IZ3251	Industrial Production: Durable Consumer Goods: Household Appliances	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IZMANU	Industrial Production: Non-Durable Nonenergy Consumer Goods: Chemical Products	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IZNONMANU	Industrial Production: Equipment: Business Equipment	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IQ	Industrial Production: Non-Energy Materials for Intermediate Goods Producers	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IY111	"Industrial Production: Mining, Quarrying, and Oil and Gas Extraction: Gold Ore and Silver Ore Mining (NAICS = 21222)"	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IY32521	Industrial Production: Manufacturing: Non-Durable Goods: Fabric Mills (NAICS = 3132)	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IY3254	Industrial Production: Manufacturing: Non-Durable Goods: Textile Product Mills (NAICS = 314)	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IY334	Industrial Production: Manufacturing: Non-Durable Goods: Leather and Allied Product (NAICS = 316)	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IZ211	Industrial Production: Manufacturing: Non-Durable Goods: Converted Paper Product (NAICS = 3222)	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IZ3162	"Industrial Production: Manufacturing: Non-Durable Goods: Organic Chemicals (NAICS = 32511,9)"	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IZ325	Industrial Production: Manufacturing: Non-Durable Goods: Industrial Gas (NAICS = 32512)	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IZ3311	Industrial Production: Manufacturing: Non-Durable Goods: Basic Chemical (NAICS = 3251)	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IZ3334	Motor Vehicle Assemblies: Heavy and Medium Truck Assemblies	NSA	Monthly	Millions of Units	LIN	16-Nov-22	01-Oct-22	
IZ3361	"Industrial Production: Manufacturing: Non-Durable Goods: Food, Beverage, and Tobacco (NAICS = 311,2)"	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IZ3363	"Industrial Production: Manufacturing: Durable Goods: Veneer, Plywood, and Engineered Wood Product (NAICS = 3212)"	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IY3253	Industrial Production: Manufacturing: Durable Goods: Heavy Duty Truck (NAICS = 33612)	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IZ316	"Industrial Capacity: Mining, Quarrying, and Oil and Gas Extraction: Oil and Gas Extraction (NAICS = 211)"	SA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IZ3313	Industrial Capacity: Manufacturing: Non-Durable Goods: Beverage and Tobacco Product (NAICS = 312)	SA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IZ3391	Industrial Capacity: Manufacturing: Non-Durable Goods: Plastics Material and Resin (NAICS = 325211)	SA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IZ315	Capacity Utilization: Manufacturing: Non-Durable Goods: Food (NAICS = 311)	SA	Monthly	Percent of Capacity	LIN	16-Nov-22	01-Oct-22	
IY3344	Capacity Utilization: Manufacturing: Non-Durable Goods: Paper (NAICS = 322)	SA	Monthly	Percent of Capacity	LIN	16-Nov-22	01-Oct-22	
IR	Capacity Utilization: Manufacturing: Non-Durable Goods: Printing and Related Support Activities (NAICS = 323)	SA	Monthly	Percent of Capacity	LIN	16-Nov-22	01-Oct-22	
RSBMGESDN	Capacity Utilization: Manufacturing: Durable Goods: Computer and Peripheral Equipment (NAICS = 3341)	SA	Monthly	Percent of Capacity	LIN	16-Nov-22	01-Oct-22	
RSEASN	"Capacity Utilization: Manufacturing: Durable Goods: Electrical Equipment, Appliance, and Component (NAICS = 335)"	SA	Monthly	Percent of Capacity	LIN	16-Nov-22	01-Oct-22	
RSGMSN	Capacity Utilization: Manufacturing: Durable Goods: Transportation Equipment (NAICS = 336)	SA	Monthly	Percent of Capacity	LIN	16-Nov-22	01-Oct-22	
RSMVPDN	"Capacity Utilization: Manufacturing Excluding Computers, Communications Equipment, and Semiconductors"	SA	Monthly	Percent of Capacity	LIN	16-Nov-22	01-Oct-22	
RSAOMV	"Capacity Utilization: Total Excluding Computers, Communications Equipment, and Semiconductors"	SA	Monthly	Percent of Capacity	LIN	16-Nov-22	01-Oct-22	
RSFHFSN	Industrial Production: Manufacturing: Durable Goods: Cement and Concrete Product (NAICS = 3273)	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
RSFSDPN	Industrial Production: Manufacturing: Durable Goods: Alumina and Aluminum Production and Processing (NAICS = 3313)	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
RSGASSN	"Industrial Production: Manufacturing: Durable Goods: Iron and Steel Products (NAICS = 3311,2)"	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
RSHPCS	Industrial Production: Manufacturing: Durable Goods: Machinery (NAICS = 333)	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
RSCCASN	Industrial Production: Manufacturing (NAICS)	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
RSGCS	Industrial Production: Manufacturing: Non-Durable Goods: Sugar and Confectionery Product (NAICS = 3113)	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
RSXFSN	Industrial Production: Total Index	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
RSXFS	"Industrial Production: Utilities: Electric and Gas Utilities (NAICS = 2211,2)"	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
PCU3332423332420	Industrial Production: Total Index	SA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
PCU518210518210	Capacity Utilization: Total Index	SA	Monthly	Percent of Capacity	LIN	16-Nov-22	01-Oct-22	
PCU336120336120	Industrial Production: Nonindustrial Supplies	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
PCU484121484121	Industrial Production: Construction Supplies	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
WPU46	Industrial Production: Manufacturing: Non-Durable Goods: Other Basic Inorganic Chemical (NAICS = 32518pt.)	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
WPS061	Industrial Production: Manufacturing: Non-Durable Goods: Paint and Coating (NAICS = 32551)	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
WPS081	Industrial Capacity: Manufacturing: Durable Goods: Transportation Equipment (NAICS = 336)	SA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
PCUOMFGOMFG	Capacity Utilization: Stage-of-Process: Primary & Semifinished Processing	SA	Monthly	Percent of Capacity	LIN	16-Nov-22	01-Oct-22	
WPU09150301	Capacity Utilization: Stage-of-Process: Finished Processing	SA	Monthly	Percent of Capacity	LIN	16-Nov-22	01-Oct-22	
PPIACO	"Capacity Utilization: Manufacturing: Non-Durable Goods: Food, Beverage, and Tobacco (NAICS = 311,2)"	SA	Monthly	Percent of Capacity	LIN	16-Nov-22	01-Oct-22	
WPU121	Capacity Utilization: Manufacturing: Durable Goods: Primary Metal (NAICS = 331)	SA	Monthly	Percent of Capacity	LIN	16-Nov-22	01-Oct-22	
WPU112	Capacity Utilization: Manufacturing: Durable Goods: Computer and Electronic Product (NAICS = 334)	SA	Monthly	Percent of Capacity	LIN	16-Nov-22	01-Oct-22	
WPU10	Capacity Utilization: Manufacturing: Durable Goods: Furniture and Related Product (NAICS = 337)	SA	Monthly	Percent of Capacity	LIN	16-Nov-22	01-Oct-22	
PPICOR	Capacity Utilization: Non-Durable Manufacturing (NAICS)	SA	Monthly	Percent of Capacity	LIN	16-Nov-22	01-Oct-22	
WPU80	Industrial Production: Consumer Goods	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
WPUFD49207	Industrial Production: Non-Durable Consumer Goods	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
IVCDINA066MNFRBNY	Industrial Capacity: Manufacturing: Non-Durable Goods: Chemical (NAICS = 325)	SA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
CEFDINA066MNFRBNY	"Capacity Utilization: Utilities: Electric and Gas Utilities (NAICS = 2211,2)"	SA	Monthly	Percent of Capacity	LIN	16-Nov-22	01-Oct-22	
NOCDINA066MNFRBNY	Capacity Utilization: Manufacturing: Non-Durable Goods: Petroleum and Coal Products (NAICS = 324)	SA	Monthly	Percent of Capacity	LIN	16-Nov-22	01-Oct-22	
DTCDISA066MSFRBNY	Capacity Utilization: Durable Manufacturing (NAICS)	SA	Monthly	Percent of Capacity	LIN	16-Nov-22	01-Oct-22	
GACDISA066MSFRBNY	Capacity Utilization: Stage-of-Process: Crude Processing	SA	Monthly	Percent of Capacity	LIN	16-Nov-22	01-Oct-22	
XTEXVA01CLM667N	Capacity Utilization: Manufacturing: Durable Goods: Aerospace and Miscellaneous Transportation Equipment (NAICS = 3364-9)	SA	Monthly	Percent of Capacity	LIN	16-Nov-22	01-Oct-22	
XTEXVA01INM664N	Industrial Production: Durable Consumer Goods	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
HOHWMN02USM065N	"Capacity Utilization: Mining, Quarrying, and Oil and Gas Extraction: Oil and Gas Extraction (NAICS = 211)"	SA	Monthly	Percent of Capacity	LIN	16-Nov-22	01-Oct-22	
LFEM64TTUSM647N	Capacity Utilization: Manufacturing: Durable Goods: Motor Vehicles and Parts (NAICS = 3361-3)	SA	Monthly	Percent of Capacity	LIN	16-Nov-22	01-Oct-22	
XTIMVA01CNM667N	"Industrial Production: Durable Goods Materials: Semiconductors, Printed Circuit Boards, and Other"	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
XTEXVA01CNM667N	"Industrial Production: Mining, Quarrying, and Oil and Gas Extraction: Oil and Gas Extraction (NAICS = 211)"	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
CHNCPIALLMINMEI	"Industrial Production: Manufacturing: Non-Durable Goods: Pulp, Paper, and Paperboard Mills (NAICS = 3221)"	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
XTEXVA01DEM664N	Industrial Capacity: Total Index	SA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
XTEXVA01JPM664N	Capacity Utilization: Manufacturing: Durable Goods: Wood Product (NAICS = 321)	SA	Monthly	Percent of Capacity	LIN	16-Nov-22	01-Oct-22	
XTEXVA01KRM667N	Capacity Utilization: Manufacturing: Non-Durable Goods: Plastics and Rubber Products (NAICS = 326)	SA	Monthly	Percent of Capacity	LIN	16-Nov-22	01-Oct-22	
LMJVTTUVUSM647N	Capacity Utilization: Manufacturing: Durable Goods: Fabricated Metal Product (NAICS = 332)	SA	Monthly	Percent of Capacity	LIN	16-Nov-22	01-Oct-22	
LFWA64TTUSM647N	Industrial Production: Manufacturing: Non-Durable Goods: Pharmaceutical and Medicine (NAICS = 3254)	NSA	Monthly	Index 2017=100	LIN	16-Nov-22	01-Oct-22	
LCEAMN01USM661N	Capacity Utilization: Manufacturing: Durable Goods: Machinery (NAICS = 333)	SA	Monthly	Percent of Capacity	LIN	16-Nov-22	01-Oct-22	
CPALWE01USM661N	Capacity Utilization: Manufacturing: Non-Durable Goods: Chemical (NAICS = 325)	SA	Monthly	Percent of Capacity	LIN	16-Nov-22	01-Oct-22	
LFWA25TTUSM647N	Capacity Utilization: Manufacturing: Durable Goods: Automobile and Light Duty Motor Vehicle (NAICS = 33611)	SA	Monthly	Percent of Capacity	LIN	16-Nov-22	01-Oct-22	
IR3TCD01USM156N	"Capacity Utilization: Mining, Quarrying, and Oil and Gas Extraction: Mining (NAICS = 21)"	SA	Monthly	Percent of Capacity	LIN	16-Nov-22	01-Oct-22	
IR3TIB01USM156N	"Capacity Utilization: Utilities: Electric Power Generation, Transmission, and Distribution (NAICS = 2211)"	SA	Monthly	Percent of Capacity	LIN	16-Nov-22	01-Oct-22	
USACPIALLMINMEI	"Capacity Utilization: Manufacturing: Durable Goods: Computers, Communications Equipment, and Semiconductors (NAICS = 3341,3342,3344)"	SA	Monthly	Percent of Capacity	LIN	16-Nov-22	01-Oct-22	
LREM25TTUSM156N	Capacity Utilization: Manufacturing (SIC)	SA	Monthly	Percent of Capacity	LIN	16-Nov-22	01-Oct-22	
XTEXVA01USM664N	"Capacity Utilization: Manufacturing: Durable Goods: Iron and Steel Products (NAICS = 3311,2)"	SA	Monthly	Percent of Capacity	LIN	16-Nov-22	01-Oct-22	
LREM64TTUSM156N	Capacity Utilization: Manufacturing (NAICS)	SA	Monthly	Percent of Capacity	LIN	16-Nov-22	01-Oct-22	
PRINTO01USQ661N	Import Price Index (NAICS): Plastics and Rubber Products Manufacturing	NSA	Monthly	Index Dec 2005=100	LIN	16-Nov-22	01-Oct-22	
CPGRLE01USQ657N	Import Price Index (NAICS): Plastics Product Manufacturing	NSA	Monthly	Index Dec 2005=100	LIN	16-Nov-22	01-Oct-22	
PRMNTO01USQ661N	Import Price Index (NAICS): Rubber Product Manufacturing	NSA	Monthly	Index Dec 2005=100	LIN	16-Nov-22	01-Oct-22	
CPALWE01USQ661N	Import Price Index (NAICS): Tire Manufacturing	NSA	Monthly	Index Dec 2005=100	LIN	16-Nov-22	01-Oct-22	
CPALTT01USQ657N	Import Price Index (NAICS): Nonmetallic Mineral Product Manufacturing	NSA	Monthly	Index Dec 2005=100	LIN	16-Nov-22	01-Oct-22	
FRGEXPUSM649NCIS	"Import Price Index (NAICS): Manufacturing, Part 3"	NSA	Monthly	Index Dec 2005=100	LIN	16-Nov-22	01-Oct-22	
FRGSHPUSM649NCIS	Import Price Index (NAICS): Primary Metal Manufacturing	NSA	Monthly	Index Dec 2005=100	LIN	16-Nov-22	01-Oct-22	
MVGFD027MNFRBDAL	Import Price Index (NAICS): Nonferrous Metal (Except Aluminum) Production and Processing	NSA	Monthly	Index Dec 2005=100	LIN	16-Nov-22	01-Oct-22	
MVMTD027MNFRBDAL	Import Price Index (NAICS): Nonferrous Metal (Except Aluminum) Smelting and Refining	NSA	Monthly	Index Dec 2005=100	LIN	16-Nov-22	01-Oct-22	
CPIEREC	Import Price Index (NAICS): Fabricated Metal Product Manufacturing	NSA	Monthly	Index Dec 2005=100	LIN	16-Nov-22	01-Oct-22	
CPIECOMEDU	Import Price Index (NAICS): Cutlery and Handtool Manufacturing	NSA	Monthly	Index Dec 2005=100	LIN	16-Nov-22	01-Oct-22	
CPIETRANS	Import Price Index (NAICS): Hardware Manufacturing	NSA	Monthly	Index Dec 2020=100	LIN	16-Nov-22	01-Oct-22	
CPIEAPPAREL	"Import Price Index (NAICS): Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing"	NSA	Monthly	Index Dec 2012=100	LIN	16-Nov-22	01-Oct-22	
CPIEBEV	Import Price Index (NAICS): Metal Valve Manufacturing	NSA	Monthly	Index Dec 2005=100	LIN	16-Nov-22	01-Oct-22	
CPIEHOUSE	Import Price Index (NAICS): Machinery Manufacturing	NSA	Monthly	Index Dec 2005=100	LIN	16-Nov-22	01-Oct-22	
CPIEALL	"Import Price Index (NAICS): Agriculture, Construction, and Mining Machinery Manufacturing"	NSA	Monthly	Index Dec 2005=100	LIN	16-Nov-22	01-Oct-22	
MTSMFBOM133FMS	Import Price Index (NAICS): Agricultural Implement Manufacturing	NSA	Monthly	Index Dec 2016=100	LIN	16-Nov-22	01-Oct-22	
MTSMFROC133FMS	Import Price Index (NAICS): Construction Machinery Manufacturing	NSA	Monthly	Index Dec 2005=100	LIN	16-Nov-22	01-Oct-22	
MTSMFBP133FMS	Import Price Index (NAICS): Industrial Machinery Manufacturing	NSA	Monthly	Index Dec 2005=100	LIN	16-Nov-22	01-Oct-22	
MTSO133FMS	Import Price Index (NAICS): Commercial and Service Industry Machinery Manufacturing	NSA	Monthly	Index Dec 2005=100	LIN	16-Nov-22	01-Oct-22	
MTSR133FMS	Import Price Index (NAICS): Metalworking Machinery Manufacturing	NSA	Monthly	Index Dec 2020=100	LIN	16-Nov-22	01-Oct-22	
MTSDS133FMS	"Import Price Index (NAICS): Engine, Turbine, and Power Transmission Equipment Manufacturing"	NSA	Monthly	Index Dec 2005=100	LIN	16-Nov-22	01-Oct-22	
SUUR0000SA0E	Import Price Index (NAICS): Pump and Compressor Manufacturing	NSA	Monthly	Index Dec 2013=100	LIN	16-Nov-22	01-Oct-22	
SUUR0000SAE	Import Price Index (NAICS): Material Handling Equipment Manufacturing	NSA	Monthly	Index Dec 2005=100	LIN	16-Nov-22	01-Oct-22	
SUUR0000SAE1	Import Price Index (NAICS): Computer and Electronic Product Manufacturing	NSA	Monthly	Index Dec 2005=100	LIN	16-Nov-22	01-Oct-22	
SUUR0000SAE2	Import Price Index (NAICS): Computer and Peripheral Equipment Manufacturing	NSA	Monthly	Index Dec 2005=100	LIN	16-Nov-22	01-Oct-22	
SUUR0000SAA	"Import Price Index (NAICS): Navigational, Measuring, Electromedical, and Control Instruments Manufacturing"	NSA	Monthly	Index Dec 2005=100	LIN	16-Nov-22	01-Oct-22	
SUUR0000SAF1	Import Price Index (NAICS): Manufacturing and Reproducing Magnetic and Optical Media	NSA	Monthly	Index Dec 2005=100	LIN	16-Nov-22	01-Oct-22	
SUUR0000SAF116	"Import Price Index (NAICS): Electrical Equipment, Appliance, and Component Manufacturing"	NSA	Monthly	Index Dec 2005=100	LIN	16-Nov-22	01-Oct-22	
SUUR0000SAH3	Import Price Index (NAICS): Electric Lighting Equipment Manufacturing	NSA	Monthly	Index Dec 2005=100	LIN	16-Nov-22	01-Oct-22	
SUUR0000SAM1	Import Price Index (NAICS): Lighting Fixture Manufacturing	NSA	Monthly	Index Dec 2005=100	LIN	16-Nov-22	01-Oct-22	
