Release  Id : 325	Credit to Non-Financial Sector
CRDQARAPABIS                  Total Credit to Private Non-Financial Sector, Adjusted for Breaks, for Argentina                                         B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QSGNAM770A                    Total Credit to Non-Financial Corporations, Adjusted for Breaks, for Singapore                                           P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QSGNAMUSDA                    Total Credit to Non-Financial Corporations, Adjusted for Breaks, for Singapore                                           B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QSGPAM770A                    Total Credit to Private Non-Financial Sector, Adjusted for Breaks, for Singapore                                         P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QSGPAMUSDA                    Total Credit to Private Non-Financial Sector, Adjusted for Breaks, for Singapore                                         B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QSGPBM770A                    Credit to Private Non-Financial Sector by Banks, Adjusted for Breaks, for Singapore                                      P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QSGPBMUSDA                    Credit to Private Non-Financial Sector by Banks, Adjusted for Breaks, for Singapore                                      B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QTHCAM770A                    Total Credit to Non-Financial Sector, Adjusted for Breaks, for Thailand                                                  P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QTHCAMUSDA                    Total Credit to Non-Financial Sector, Adjusted for Breaks, for Thailand                                                  B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QTHCAMXDCA                    Total Credit to Non-Financial Sector, Adjusted for Breaks, for Thailand                                                  B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QTHGAN770A                    Nominal Total Credit to General Government, Adjusted for Breaks, for Thailand                                            P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QTHGANUSDA                    Nominal Total Credit to General Government, Adjusted for Breaks, for Thailand                                            B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QTHGANXDCA                    Nominal Total Credit to General Government, Adjusted for Breaks, for Thailand                                            B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QTHHAM770A                    Total Credit to Households and NPISHs, Adjusted for Breaks, for Thailand                                                 P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QTHHAMUSDA                    Total Credit to Households and NPISHs, Adjusted for Breaks, for Thailand                                                 B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QTHNAM770A                    Total Credit to Non-Financial Corporations, Adjusted for Breaks, for Thailand                                            P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QTHNAMUSDA                    Total Credit to Non-Financial Corporations, Adjusted for Breaks, for Thailand                                            B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QTHPAM770A                    Total Credit to Private Non-Financial Sector, Adjusted for Breaks, for Thailand                                          P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QTHPAMUSDA                    Total Credit to Private Non-Financial Sector, Adjusted for Breaks, for Thailand                                          B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QTHPBM770A                    Credit to Private Non-Financial Sector by Banks, Adjusted for Breaks, for Thailand                                       P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QTHPBMUSDA                    Credit to Private Non-Financial Sector by Banks, Adjusted for Breaks, for Thailand                                       B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QTRCAM770A                    Total Credit to Non-Financial Sector, Adjusted for Breaks, for Turkey                                                    P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QTRCAMUSDA                    Total Credit to Non-Financial Sector, Adjusted for Breaks, for Turkey                                                    B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QTRCAMXDCA                    Total Credit to Non-Financial Sector, Adjusted for Breaks, for Turkey                                                    B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QTRGAM770A                    Total Credit to General Government, Adjusted for Breaks, for Turkey                                                      P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QTRGAMUSDA                    Total Credit to General Government, Adjusted for Breaks, for Turkey                                                      B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QTRGAMXDCA                    Total Credit to General Government, Adjusted for Breaks, for Turkey                                                      B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QTRGAN770A                    Nominal Total Credit to General Government, Adjusted for Breaks, for Turkey                                              P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QTRGANUSDA                    Nominal Total Credit to General Government, Adjusted for Breaks, for Turkey                                              B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QTRGANXDCA                    Nominal Total Credit to General Government, Adjusted for Breaks, for Turkey                                              B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QTRHAM770A                    Total Credit to Households and NPISHs, Adjusted for Breaks, for Turkey                                                   P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QTRHAMUSDA                    Total Credit to Households and NPISHs, Adjusted for Breaks, for Turkey                                                   B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QTRNAM770A                    Total Credit to Non-Financial Corporations, Adjusted for Breaks, for Turkey                                              P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QTRNAMUSDA                    Total Credit to Non-Financial Corporations, Adjusted for Breaks, for Turkey                                              B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QTRPAM770A                    Total Credit to Private Non-Financial Sector, Adjusted for Breaks, for Turkey                                            P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QTRPAMUSDA                    Total Credit to Private Non-Financial Sector, Adjusted for Breaks, for Turkey                                            B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QTRPBM770A                    Credit to Private Non-Financial Sector by Banks, Adjusted for Breaks, for Turkey                                         P NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
QTRPBMUSDA                    Credit to Private Non-Financial Sector by Banks, Adjusted for Breaks, for Turkey                                         B NSA  05-Dec-2022 01-Apr-2022             Quarterly, End of  
